Sn	Sp
0.996221	0.685214
0.996221	0.686164
0.995843	0.687179
0.995465	0.688167
0.995465	0.689131
0.995465	0.690123
0.995465	0.691094
0.995465	0.69212
0.995087	0.693147
0.995087	0.694203
0.995087	0.695306
0.995087	0.696261
0.995087	0.697298
0.995087	0.698366
0.995087	0.69937
0.995087	0.700458
0.994709	0.701552
0.994331	0.702672
0.993953	0.70373
0.993953	0.704799
0.993575	0.705771
0.993197	0.706766
0.993197	0.707813
0.992441	0.708839
0.992441	0.709762
0.991686	0.710793
0.991686	0.711788
0.991686	0.7128
0.991308	0.713822
0.991308	0.714873
0.990552	0.715952
0.990174	0.716988
0.990174	0.71799
0.989418	0.71899
0.989418	0.720027
0.989418	0.721028
0.988284	0.722014
0.988284	0.723057
0.988284	0.724061
0.987906	0.72516
0.987906	0.726135
0.987906	0.727201
0.987906	0.728253
0.987906	0.7292
0.987906	0.730193
0.987906	0.731169
0.987906	0.732175
0.987906	0.733215
0.987528	0.734246
0.986772	0.735273
0.986772	0.736395
0.986772	0.737465
0.986395	0.738514
0.986017	0.739542
0.986017	0.740549
0.985639	0.741464
0.985261	0.742521
0.985261	0.743558
0.984883	0.744618
0.984883	0.745617
0.984883	0.746625
0.984505	0.747641
0.983749	0.748624
0.983749	0.749325
0.983371	0.750389
0.983371	0.751299
0.983371	0.752333
0.982615	0.75335
0.982615	0.754359
0.982615	0.755414
0.982615	0.756351
0.982615	0.757266
0.982237	0.758215
0.982237	0.759258
0.981859	0.760252
0.980348	0.761304
0.980348	0.762261
0.979592	0.763216
0.979214	0.764256
0.977324	0.765202
0.975057	0.766179
0.975057	0.767161
0.975057	0.768205
0.974679	0.769213
0.974301	0.770251
0.973923	0.77127
0.972789	0.772301
0.972411	0.773337
0.972033	0.774397
0.971277	0.775408
0.970899	0.77644
0.969388	0.777387
0.966742	0.778432
0.966742	0.779419
0.966742	0.780414
0.965231	0.781417
0.964853	0.782445
0.964475	0.783384
0.964097	0.784389
0.964097	0.785391
0.963719	0.786424
0.963341	0.78733
0.963341	0.788294
0.961451	0.7894
0.961073	0.790432
0.959184	0.791455
0.958428	0.792473
0.95805	0.793483
0.957672	0.794472
0.957294	0.795525
0.956916	0.796434
0.956916	0.797413
0.956538	0.798457
0.953515	0.799516
0.952759	0.800572
0.951625	0.801635
0.951625	0.802677
0.951247	0.803753
0.949358	0.804823
0.94709	0.805844
0.94709	0.806917
0.946712	0.807933
0.946712	0.808933
0.946334	0.809978
0.946334	0.811041
0.946334	0.812019
0.945578	0.813062
0.945578	0.8141
0.944444	0.815095
0.943689	0.81612
0.943689	0.817139
0.942555	0.818137
0.942177	0.819135
0.941799	0.820099
0.941421	0.821119
0.941421	0.822142
0.941043	0.823103
0.940287	0.82402
0.940287	0.825021
0.939909	0.826027
0.939531	0.827082
0.938776	0.828092
0.93802	0.829123
0.936508	0.830134
0.935752	0.831182
0.933862	0.832239
0.933107	0.833231
0.932729	0.834259
0.932351	0.8353
0.931595	0.836312
0.931595	0.837307
0.931595	0.838248
0.931595	0.839274
0.929705	0.84033
0.929327	0.841456
0.929327	0.8425
0.928193	0.843497
0.927438	0.844479
0.926304	0.845509
0.925926	0.846551
0.924792	0.84752
0.924792	0.848563
0.924036	0.849627
0.922902	0.850656
0.921391	0.851603
0.921013	0.852538
0.920635	0.853569
0.919879	0.854612
0.919501	0.855574
0.919501	0.856626
0.918367	0.857664
0.917989	0.858675
0.916478	0.859718
0.915722	0.860732
0.914966	0.86171
0.911565	0.862604
0.911565	0.863608
0.910053	0.864592
0.910053	0.865627
0.906274	0.866576
0.905518	0.867516
0.904762	0.868429
0.904762	0.869498
0.904006	0.870459
0.903628	0.871517
0.902494	0.872622
0.901738	0.873598
0.899849	0.874718
0.898337	0.875725
0.897959	0.876758
0.897959	0.877786
0.896825	0.878809
0.89607	0.879835
0.895314	0.880823
0.894936	0.881817
0.894558	0.882836
0.893046	0.883911
0.893046	0.884932
0.89229	0.886047
0.891912	0.887047
0.891534	0.888011
0.891156	0.889027
0.891156	0.890018
0.887377	0.891111
0.886621	0.892162
0.88322	0.893214
0.882842	0.894256
0.880952	0.895231
0.880952	0.896359
0.879441	0.897327
0.879063	0.898404
0.879063	0.89937
0.876039	0.900451
0.873772	0.901427
0.873016	0.902574
0.873016	0.903588
0.873016	0.904652
0.871882	0.905636
0.871882	0.906636
0.870748	0.907692
0.87037	0.908743
0.869992	0.909734
0.868859	0.910785
0.868103	0.911819
0.866969	0.912828
0.866591	0.913888
0.865835	0.914884
0.865835	0.915917
0.865457	0.916973
0.865079	0.917934
0.864324	0.918965
0.86319	0.9199
0.86319	0.920919
0.862434	0.92195
0.860922	0.922998
0.860166	0.924073
0.860166	0.925061
0.85941	0.926021
0.859033	0.927074
0.857899	0.928106
0.856765	0.929178
0.856387	0.930198
0.855631	0.931251
0.854119	0.932261
0.853364	0.93326
0.852608	0.934268
0.85223	0.935313
0.850718	0.936351
0.848828	0.937386
0.848073	0.93837
0.83938	0.939411
0.838624	0.940428
0.837113	0.941522
0.835979	0.942527
0.834467	0.943467
0.832955	0.944425
0.8322	0.94541
0.831444	0.946385
0.829554	0.947373
0.829176	0.948346
0.828798	0.949323
0.828042	0.950339
0.826531	0.951371
0.823885	0.952368
0.822751	0.953424
0.821995	0.954416
0.820862	0.955482
0.820484	0.95644
0.819728	0.95738
0.817838	0.958359
0.817838	0.95944
0.81746	0.960503
0.817082	0.961524
0.809524	0.96258
0.809524	0.963587
0.808768	0.964591
0.808012	0.965606
0.803855	0.966605
0.803099	0.967619
0.802721	0.968644
0.801209	0.96969
0.800076	0.970676
0.798564	0.971719
0.797808	0.972685
0.797052	0.973609
0.796296	0.974598
0.79554	0.975649
0.794407	0.976648
0.794029	0.977566
0.792517	0.978531
0.789872	0.979532
0.787982	0.980578
0.786848	0.981585
0.785714	0.982597
0.784203	0.983651
0.781935	0.984693
0.780801	0.98575
0.778156	0.98678
0.7774	0.98782
0.773243	0.988809
0.770597	0.989767
0.767952	0.990852
0.763039	0.992026
0.752834	0.993074
0.739229	0.994086
0.720333	0.995152
0.681784	0.996069
0.628118	0.997049
0.551398	0.997963
0.450113	0.998982
